Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Único dueño,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Volkswagen Nivus 1.0 Tsi Tiptronic Highline,Ubicación no encontrada,Volkswagen,Nivus,2021,1.0 Tsi Tiptronic Highline,Blanco,Nafta,5,Automática,1.0,SUV,59000,,,,Eléctrica,4x2,5.0,116.0,66666.67
Lexus Rc 350 F-sport,Bs.As. G.B.A. Norte,Lexus,RC,2019,350 F Sport,Negro,Nafta,3,Automática,,Coupé,31000,,,,,,,,69000.0
Volkswagen Amarok 3.0 V6 Cd Highline,Ubicación no encontrada,Volkswagen,Amarok,2023,3.0 V6 Cd Highline,Azul,Diésel,4,Automática,3.0,Pick-Up,18500,,,,,4x4,5.0,224.0,40586.67
Mercedes Benz 350 Sl Convertible 1972,Ubicación no encontrada,,Clase SL,1972,350 Sl,Blanco,Nafta,2,Automática,3.5,Coupé,108895,,,,hydraulic,Trasera,2.0,,89000.0
Mercedes-Benz Sprinter 2.1 515 Combi 4325 150cv 19+1,Ubicación no encontrada,,Sprinter,2018,,Gris,Diésel,2,Manual,2.1,,150000,,,,Hidráulica,Delantera,20.0,150.0,58000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Capital Federal,,Clase GLE,2022,3.0 Gle400 Sport Coupe 4matic 333cv,Gris,Nafta,5,Automática,3.0,SUV,75000,,,,Eléctrica,Integral,5.0,333.0,97000.0
Mercedes-Benz Clase C 2.0 C300 Coupe 258cv Sedan,Ubicación no encontrada,,Clase C,2021,2.0 C300 Coupe 258cv Sedan,,Nafta,4,Automática,2.0,Sedán,11000,,,,Asistida,Delantera,4.0,258.0,89800.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Bs.As. G.B.A. Norte,,Clase GLC,2024,2.0 Glc300 4matic Coupe At,Blanco,Nafta,5,Automática,2.0,,1111,,,,Asistida,4x4,5.0,258.0,155000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Córdoba,,Clase GLC,2019,2.0 Glc250 300 4matic Atomático,,Nafta,5,Automática,2.0,SUV,70000,,,,Asistida,4x4,5.0,211.0,70000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic At,Ubicación no encontrada,,Clase GLC,2018,2.0 Glc250 300 4matic At,Negro,Nafta,5,Automática,2.0,Crossover,70000,,,,assisted,4x4,5.0,211.0,58000.0
BMW X4 3.0 Xdrive 35i 306cv M Package,Ubicación no encontrada,BMW,X4,2021,3.0 Xdrive 35i 306cv M Package,Blanco,Nafta,5,Automática,3.0,SUV,7000,,,,Asistida,4x4,5.0,306.0,87000.0
Ford F-150 Ford F-150 LARIAT LUXURY 3.5 V6 HIBRIDA,Bs.As. G.B.A. Norte,Ford,,2022,Ford F-150 LARIAT LUXURY 3.5 V6 HIBRIDA,Blanco,Híbrido,4,Automática,3.5,Pick-Up,133000,,,,Hidráulica,4x4,5.0,400.0,79000.0
BMW Serie 3 3.0 330i Sedan Sport 252cv,Ubicación no encontrada,BMW,Serie 3,2022,3.0 330i Sedan Sport 252cv,,Nafta,4,Manual,3.0,Sedán,12000,,,,Asistida,Trasera,5.0,184.0,66000.0
Alfa Romeo Stelvio 2.0 280cv At Q4 Veloce,Bs.As. G.B.A. Norte,Alfa Romeo,Stelvio,2023,2.0 280cv At Q4 Veloce,,Nafta,5,Automática,2.0,SUV,15000,,,,Eléctrica,4x4,5.0,280.0,80000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2023,3.5l Bi-turbo,Negro,Nafta,4,Automática,3.5,Pick-Up,11000,,,,Eléctrica,4x4,5.0,456.0,120000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2022,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,20000,,,,Eléctrica,4x4,5.0,456.0,115000.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,Azul,Nafta,4,Automática,3.0,Coupé,17000,,,,Asistida,Trasera,4.0,370.0,97000.0
Ford Ranger Raptor 3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,Ubicación no encontrada,Ford,Ranger Raptor,2024,3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,,Nafta,4,Automática,3.0,Pick-Up,11111,,,,,4x4,5.0,397.0,86000.0
Toyota SW4 2.8 Tdi Gr-s 4x4 7as 6at,Ubicación no encontrada,Toyota,SW4,2023,2.8 Tdi Gr-s 4x4 7as 6at,Negro,Diésel,5,Automática,2.8,SUV,1000,,,,Hidráulica,4x4,7.0,177.0,69900.0
Lexus IS 300 F-sport,Ubicación no encontrada,Lexus,IS,2022,300 F-sport,Gris,Nafta,5,Automática,,Sedán,1799,,,,Hidráulica,,,,58000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2020,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up,90000,,,,Hidráulica,4x4,5.0,395.0,38666.67
Mercedes-benz Gla 250,Ubicación no encontrada,,GLA,2020,Amg,Blanco,Nafta,4,Automática,,SUV,20000,,,,Asistida,,,,63000.0
Porsche Cayenne 4.8 S 400cv (958),Bs.As. G.B.A. Oeste,Porsche,Cayenne,2014,,,Nafta,5,Automática,4.8,SUV,83000,,,,Hidráulica,4x4,5.0,400.0,69999.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Bs.As. G.B.A. Norte,RAM,2500,2020,6.7 Laramie I Atx 350cv 4x4,,Diésel,4,Automática,6.7,Pick-Up,73000,,,,Hidráulica,4x4,5.0,350.0,77000.0
BMW Serie M 4.4 M5 Sedan 560cv,Ubicación no encontrada,BMW,Serie M,2019,4.4 M5 Sedan 560cv,Blanco,Nafta,4,Automática,4.4,Sedán,8434,,,,Asistida,Trasera,5.0,560.0,218500.0
Jaguar Xfr V8 5.0 Supercharged,Capital Federal,Jaguar,,2014,Super Charged,Blanco,GNC,4,,,,45000,,,,Asistida,,,,85000.0
Mercedes-benz Clase E E 53 Coupe,Capital Federal,,Clase E,2023,E 53 coupe,,Híbrido/Nafta,2,,,,1800,,,,,,,,180000.0
Mercedes-Benz Sprinter 2.1 415 Furgon 3665 150cv Tn V2,Ubicación no encontrada,,Sprinter,2014,2.1 415 Furgon 3665 150cv Tn V2,Blanco,Diésel,2,Manual,2.1,Furgón,76000,,,,Hidráulica,Delantera,3.0,150.0,58000.0
Ford Mustang 5.0 Gt 421cv,Ubicación no encontrada,Ford,Mustang,2021,5.0 Gt 421cv,Negro,Nafta,2,Manual,5.0,Coupé,18000,,,,Asistida,Trasera,2.0,421.0,110000.0
Toyota Hiace 2.8 Tdi Wagon 6at 10a,Córdoba,Toyota,Hiace,2023,2.8 Tdi Wagon 6at 10a,Gris,Diésel,4,Automática,2.8,,7000,,,,,Delantera,10.0,177.0,60000.0
Toyota Hilux Grs 3,Bs.As. G.B.A. Norte,Toyota,Hilux,2023,Gr S 3,Blanco,Diésel,4,,,,42000,,,,,,,,58000.0
Bmw 340,Ubicación no encontrada,BMW,Serie 3,2023,M340i,Blanco,Nafta,4,Automática,3.0,Sedán,28000,,,,,,,,94990.0
Mercedes-Benz Clase GLA 2.0 Gla45 Amg 381cv,Capital Federal,,Clase GLA,2018,2.0 Gla45 Amg 381cv,Gris,Nafta,5,Manual,2.0,SUV,53000,,,,,4x4,5.0,381.0,68500.0
Mercedes Benz C300 Amg Line Mhev 4p  2022 - Motormax,Ubicación no encontrada,,Clase C,2022,AMG LINE MHEV 4P,Plateado,Nafta,4,Automática,2.0,Sedán,23000,,,,Asistida,,,,93200.0
Mercedes Benz Sl500,Bs.As. Costa Atlántica,,Clase SL,2020,Coupe,Rojo,Nafta,2,Automática,5.0,Coupé,104000,,,,Hidráulica,Trasera,,,99999.0
BMW Serie 2 3.0 240i M Package Cabrio,Ubicación no encontrada,BMW,Serie 2,2018,3.0 240i M Package Cabrio,,Nafta,2,Automática,3.0,Cabriolet,39000,,,,Asistida,Trasera,4.0,340.0,65000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2023,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,500,,,,Eléctrica,4x4,5.0,456.0,128000.0
Nissan X-trail E-power 2024,Ubicación no encontrada,Nissan,,2024,E-POWER,Plateado,Nafta,5,,,,3200,,,,,,,,50000.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2017,3.0 M2,Blanco,Nafta,2,Automática,3.0,Coupé,31800,,,,Asistida,Trasera,4.0,370.0,87000.0
Ford F-150 5.0l V8 Lariat Luxury,Salta,Ford,,2021,5.0l V8 Lariat Luxury,Azul,Nafta,4,Automática,5.0,Pick-Up,3800,,,,Eléctrica,4x4,5.0,400.0,80000.0
Mercedes Benz Glc 350 E 2019,Ubicación no encontrada,,Clase GLC,2019,GLC 350 E,Blanco,Híbrido,5,Automática,2.0,SUV,64000,,,,Eléctrica,,,,59000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2019,3.6 Rubicon 284hp Atx,Gris,Nafta,3,Automática,3.6,,20000,,,,Hidráulica,4x4,5.0,284.0,67000.0
Mercedes-Benz Clase C 2.0 C300 Coupe 245cv,Ubicación no encontrada,,Clase C,2019,2.0 C300 Coupe 245cv,Gris,Nafta,2,Manual,2.0,Coupé,17500,,,,Asistida,Delantera,4.0,245.0,62500.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Ubicación no encontrada,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,Blanco,Nafta,5,Automática,2.0,Coupé,50000,,,,Asistida,4x4,5.0,258.0,79900.0
Lexus RX 450h Luxury,Ubicación no encontrada,Lexus,RX,2023,450h Luxury,Gris,Híbrido/Nafta,5,Automática,3.5,SUV,13000,,,,Eléctrica,4x4,5.0,312.0,110000.0
Toyota SW4 2.8 Srx 177cv 4x4 7as At,Ubicación no encontrada,Toyota,SW4,2020,2.8 Srx 177cv 4x4 7as At,,Diésel,5,Automática,2.8,SUV,20000,,,,Hidráulica,4x4,7.0,177.0,65000.0
Mercedes-Benz Vito 1.6 111 Cdi Furgon Mixto Aa 114cv Manual,Capital Federal,,Vito,2023,1.6 111 Cdi Furgon Mixto Aa 114cv Manual,Plateado,Diésel,2,Manual,1.6,Furgón,3900,,,,Eléctrica,Delantera,7.0,114.0,58500.0
Ford F-150 F-150 Raptor,Ubicación no encontrada,Ford,,2020,F-150 Raptor,Blanco,Diésel,4,Automática,2.0,Pick-Up,75000,,,,Eléctrica,4x4,5.0,200.0,95000.0
Volkswagen Vento 1.4 Comfortline 150cv,Ubicación no encontrada,Volkswagen,Vento,2017,1.4 Comfortline 150cv,Gris,Nafta,4,Manual,1.4,Sedán,80000,,,,Eléctrica,Delantera,5.0,150.0,66666.67
BMW M2 m2,Ubicación no encontrada,BMW,M2,2018,m2,,Nafta,2,Automática,3.0,Coupé,32000,,,,Asistida,Trasera,4.0,370.0,95000.0
BMW X6 4.4 M 555cv,Córdoba,BMW,X6,2013,4.4 M 555cv,,Nafta,5,Automática,4.4,SUV,85000,,,,Asistida,Integral,4.0,555.0,68000.0
Mercedes-Benz Clase C 6.3 C63 Amg Coupe 457cv,Ubicación no encontrada,,Clase C,2013,6.3 C63 Amg Coupe 457cv,Gris,Nafta,2,Automática,6.3,Coupé,42300,,,,Asistida,Delantera,4.0,457.0,70000.0
Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,Ubicación no encontrada,Jeep,Commander,2022,2.0 Td380 At9 4x4 7pas Limited,,Diésel,5,Automática,2.0,SUV,23000,,,,,4x4,7.0,170.0,74000.0
Mercedes-Benz Sprinter 414 Cdi Furgón 3665 Te V1,Ubicación no encontrada,,Sprinter,2024,414 Cdi Furgón 3665 Te V1,Blanco,Diésel,3,Manual,2.0,Furgón,999999,,,,,Delantera,2.0,143.0,60000.0
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Córdoba,Ford,Ranger,2023,,,Diésel,4,Automática,3.0,Pick-Up,15000,,,,,,,250.0,37933.33
Mercedes-Benz Clase GLA 1.6 Gla250 Amg-line 211cv,Ubicación no encontrada,,Clase GLA,2022,1.6 Gla250 Amg-line 211cv,Gris,Nafta,5,Automática,1.6,SUV,5600,,,,Asistida,4x4,5.0,211.0,85000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Ubicación no encontrada,,Clase GLC,2021,2.0 Glc300 4matic Coupe At,,Nafta,5,Automática,2.0,Coupé,21000,,,,Asistida,4x4,5.0,258.0,112500.0
Porsche Macan 3.0 Gts 360cv,Ubicación no encontrada,Porsche,Macan,2017,3.0 Gts 360cv,Blanco,Nafta,5,Automática,3.0,SUV,57000,,,,Eléctrica,4x4,5.0,360.0,145000.0
Mercedes-Benz Clase GLE 5.5 Gle43 Amg 585cv,Ubicación no encontrada,,Clase GLE,2018,5.5 Gle43 Amg 585cv,,Nafta,5,Automática,5.5,SUV,92000,,,,Eléctrica,4x4,5.0,585.0,125000.0
Bmw Serie 3 M340i  Db,Ubicación no encontrada,BMW,Serie 3,2022,M340i,Negro,Nafta,4,Automática,,Sedán,15000,,,,,,,,110000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2023,5.7 Laramie Atx V8,Blanco,Nafta,4,Automática,5.7,Pick-Up,19373,,,,Hidráulica,4x4,5.0,395.0,63000.0
Ford Cargo 1519 48 Amt,Córdoba,Ford,Cargo 1519,2019,48 AMT,Blanco,Diésel,2,,,,98000,,,,Hidráulica,,,,75000.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2021,2.0 Xdrive M135 Performance,Gris,Nafta,5,Automática,2.0,Hatchback,30000,,,,,,,306.0,74990.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Ubicación no encontrada,,Clase GLC,2022,2.0 Glc300 4matic Coupe At,Gris,Nafta,5,Automática,2.0,Coupé,9000,,,,Asistida,4x4,5.0,258.0,125000.0
Ford F-150 Raptor 3.5l Bi-turbo,Mendoza,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,82000,,,,Eléctrica,4x4,5.0,456.0,85000.0
Ferrari California Turbo,Ubicación no encontrada,Ferrari,California,2015,Turbo,Rojo,Nafta,2,,,,3000,,,,,,,,450000.0
Bmw M4 Competition,Ubicación no encontrada,BMW,Serie 3,2017,M4,Blanco,Nafta,2,,,,6500,,,,,,,,189900.0
Ford F-150 5.0l V8 Lariat Luxury,Bs.As. G.B.A. Norte,Ford,,2020,5.0l V8 Lariat Luxury,,Nafta,4,Automática,5.0,Pick-Up,90000,,,,Eléctrica,4x4,5.0,400.0,62000.0
Ford F-150 F-150 Raptor,Ubicación no encontrada,Ford,,2020,F-150 Raptor,Azul,Diésel,4,Automática,2.0,Pick-Up,38390,,,,Eléctrica,4x4,5.0,200.0,85000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Ubicación no encontrada,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,Blanco,Nafta,5,Automática,2.0,Coupé,35000,,,,Asistida,4x4,5.0,258.0,95900.0
Mustang Mach 1 5.0 V8 Oxford White Inmaculado,Capital Federal,Ford,Mustang,2023,Mach 1,Blanco,Nafta,2,Automática,,Coupé,3800,,,,Asistida,Trasera,,,105000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Bs.As. G.B.A. Sur,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Gris,Nafta,5,Automática,2.0,SUV,83000,,,,Asistida,4x4,5.0,211.0,65700.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,,Nafta,4,Automática,5.0,Pick-Up,45000,,,,Eléctrica,4x4,5.0,400.0,85000.0
Toyota Hilux 2.8 Cd Srv 177cv 4x4 At,Bs.As. Costa Atlántica,Toyota,Hilux,2022,2.8 Cd Srv 177cv 4x4 At,,Diésel,4,Automática,2.8,Pick-Up,24600,,,,Hidráulica,4x4,5.0,177.0,111111.0
Porsche Macan 3.0 S 340cv,Ubicación no encontrada,Porsche,Macan,2015,3.0 S 340cv,Gris,Nafta,5,Manual,3.0,SUV,42000,,,,Hidráulica,4x4,5.0,340.0,109000.0
Renault Megane E-tech,Capital Federal,Renault,Megane,2024,E-Teche,Azul,Eléctrico,4,,,SUV,870,,,,Eléctrica,Delantera,,,46000.0
BMW X3 2.0 30i,Ubicación no encontrada,BMW,X3,2023,2.0 30i,Azul,Nafta,5,Automática,2.0,SUV,6000,,,,Asistida,4x4,5.0,245.0,93900.0
Iveco Tector 1730 170 E Automática 1730,Buenos Aires Interior,,Tector caja Volcador,2018,Automática 1730,,Diésel,2,,,,284000,,,,,,,,65000.0
BMW Serie 5 3.0 530ia Sportline,Ubicación no encontrada,BMW,Serie 5,2019,3.0 530ia Sportline,Gris,Nafta,4,Automática,3.0,Sedán,11300,,,,Eléctrica,Trasera,5.0,258.0,64500.0
BMW Serie M 3.0 M4 560cv,Bs.As. G.B.A. Norte,BMW,Serie M,2016,3.0 M4 560cv,Dorado,Nafta,2,Automática,3.0,Coupé,39000,,,,Asistida,Trasera,4.0,431.0,122000.0
Porsche Macan 3.0 S 340cv Automática,Bs.As. G.B.A. Norte,Porsche,Macan,2018,3.0 S 340cv Automática,Gris,Nafta,5,Automática,3.0,SUV,70000,,,,Hidráulica,4x4,5.0,340.0,135000.0
BMW Serie 2 3.0 240i M Package,Capital Federal,BMW,Serie 2,2018,3.0 240i M Package,,Nafta,2,Automática,3.0,Coupé,49000,,,,Asistida,Trasera,4.0,340.0,60000.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2022,5.0l V8 Lariat Luxury,Blanco,Nafta,4,Automática,5.0,Pick-Up,10000,,,,Eléctrica,4x4,5.0,400.0,84000.0
Audi S3 Sportback Sportback S3 Apr,Bs.As. G.B.A. Norte,Audi,S3,2018,S3 APR,Gris,Nafta,5,Automática secuencial,,Hatchback,27500,,,,Eléctrica,Integral,,,59500.0
Lexus NX NX 350 F-Sport 2.4T AT8 278cv,Ubicación no encontrada,Lexus,NX,2023,NX 350 F-Sport 2.4T AT8 278cv,Blanco,Nafta,4,Automática,3.0,Off-Road,17000,,,,Hidráulica,Delantera,5.0,197.0,95900.0
Ferrari 488 Gtb,Bs.As. G.B.A. Norte,Ferrari,488,2016,Gtb,Rojo,Nafta,2,,,Coupé,6000,,,,Hidráulica,,,,870000.0
BMW Serie 4 2.0 430i Gran Coupe Sportline Lci 252cv,Ubicación no encontrada,BMW,Serie 4,2023,2.0 430i Gran Coupe Sportline Lci 252cv,,Nafta,2,Automática,2.0,Coupé,11300,,,,Eléctrica,Trasera,4.0,252.0,78800.0
Mercedes-Benz Clase A 2.0 A250 Amg-line 224cv Hatch,Bs.As. G.B.A. Oeste,,Clase A,2020,2.0 A250 Amg-line 224cv Hatch,,Nafta,5,Automática,2.0,Hatchback,23000,,,,Asistida,Delantera,5.0,224.0,59500.0
Porsche Cayenne Turbo (e2) - Porsche Argentina,Ubicación no encontrada,Porsche,Cayenne Turbo,2011,Turbo,Gris,Nafta,5,,,SUV,154000,,,,,,,,74000.0
BMW Serie M 3.0 M4 560cv,Ubicación no encontrada,BMW,Serie M,2024,3.0 M4 560cv,,Nafta,2,Automática,3.0,,2900,,,,Asistida,Trasera,4.0,431.0,269999.0
Mercedes-Benz Clase C 2.0 C300 Coupe 258cv Cabrio,Ubicación no encontrada,,Clase C,2020,2.0 C300 Coupe 258cv Cabrio,Gris,Nafta,2,Automática,2.0,Cabriolet,29000,,,,Asistida,Delantera,4.0,258.0,105000.0
Mercedes-Benz Clase GLC 3.0 Glc43 Amg 4matic 367cv,Bs.As. G.B.A. Norte,,Clase GLC,2017,3.0 Glc43 Amg 4matic 367cv,Gris,Nafta,5,Automática,3.0,SUV,77600,,,,Eléctrica,Integral,5.0,367.0,65000.0
Chevrolet Camaro 6.2 Coupe Ss V8,Ubicación no encontrada,Chevrolet,Camaro,2014,6.2 Coupe Ss V8,,Nafta,2,Manual,6.2,Coupé,32000,,,,Asistida,Trasera,2.0,405.0,67000.0
Volkswagen Amarok 3.0 V6 Extreme,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2023,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up,500,,,,,4x4,5.0,224.0,36000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Ubicación no encontrada,,Clase GLC,2021,2.0 Glc300 4matic Offroad At,Gris,Nafta,5,Automática,2.0,Coupé,28000,,,,Asistida,4x4,5.0,258.0,84000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2013,3.6 Rubicon 284hp Atx,Gris,Nafta,3,Automática,3.6,SUV,52000,,,,Hidráulica,4x4,5.0,284.0,59000.0
Toyota SW4 2.8 Tdi Gr-s 4x4 7as 6at,Ubicación no encontrada,Toyota,SW4,2022,2.8 Tdi Gr-s 4x4 7as 6at,Negro,Diésel,5,Automática,2.8,SUV,14000,,,,Hidráulica,4x4,7.0,177.0,65000.0
BMW X4 3.0 Xdrive 35i 306cv M Package,Bs.As. G.B.A. Oeste,BMW,X4,2020,3.0 Xdrive 35i 306cv M Package,,Nafta,5,Automática,3.0,SUV,39000,,,,Asistida,4x4,5.0,306.0,65000.0
Porsche 928 5.0,Ubicación no encontrada,Porsche,928,1987,5.0,,Nafta,2,,,,100000,,,,,,,,68900.0
Ford Mustang 5.0 GT,Ubicación no encontrada,Ford,Mustang,2016,5.0 GT,Negro,Nafta,3,Automática,5.0,Coupé,15000,,,,Hidráulica,Delantera,2.0,421.0,80000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Santa Fe,,Clase GLC,2017,2.0 Glc250 300 4matic Atomático,,Nafta,5,Automática,2.0,SUV,157000,,,,Asistida,4x4,5.0,211.0,59400.0
Toyota Hilux SW4 Srx 2.8 4x4 At,Ubicación no encontrada,Toyota,Hilux SW4,2023,Srx 2.8 4x4 At,Gris,Diésel,5,Automática,2.8,SUV,38000,,,,,4x4,7.0,204.0,39333.33
Mercedes-Benz Clase GLC 300 4 MATIC COUPE 4 MATIC AMG LINE,Capital Federal,,Clase GLC 300 4 MATIC COUPE,2019,4 MATIC AMG LINE,Negro,Nafta,4,Automática secuencial,,Coupé,89000,,,,Eléctrica,4x4,5.0,367.0,74500.0
Mercedes-Benz Clase C 3.0 C400 Amg-line 333cv,Ubicación no encontrada,,Clase C,2018,3.0 C400 Amg-line 333cv,Blanco,Nafta,2,Automática,3.0,Coupé,44500,,,,Eléctrica,Delantera,4.0,333.0,59500.0
BMW Serie 2 2.0 M240i Mpackage Lci Coupé,Ubicación no encontrada,BMW,Serie 2,2020,2.0 M240i Mpackage Lci Coupé,Gris,Nafta,2,Automática,2.0,Coupé,26500,,,,Asistida,Trasera,4.0,340.0,66000.0
Lexus RC 350 F-sport,Ubicación no encontrada,Lexus,RC,2022,350 F-sport,Negro,Nafta,4,Automática,3.5,Coupé,8000,,,,Eléctrica,Trasera,5.0,315.0,69900.0
BMW Serie 4 3.0 440i Coupe M Package 326cv,Ubicación no encontrada,BMW,Serie 4,2022,3.0 440i Coupe M Package 326cv,Blanco,Nafta,2,Automática,3.0,Coupé,8200,,,,Eléctrica,Trasera,4.0,326.0,116500.0
Toyota Hilux 4.0 V6 Gr-s Ii 4x4 6at,Ubicación no encontrada,Toyota,Hilux,2023,4.0 V6 Gr-s Ii 4x4 6at,Blanco,Diésel,5,Automática,4.0,Pick-Up,500,,,,Hidráulica,4x4,5.0,238.0,69900.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Ubicación no encontrada,,Clase GLC,2021,2.0 Glc300 4matic Coupe At,,Nafta,5,Automática,2.0,Coupé,36000,,,,Asistida,4x4,5.0,258.0,99000.0
BMW Serie 4 3.0 440i Gran Coupe M Package 326cv,Ubicación no encontrada,BMW,Serie 4,2019,3.0 440i Gran Coupe M Package 326cv,Azul,Nafta,2,Automática,3.0,SUV,35000,,,,Eléctrica,4x4,5.0,326.0,66900.0
Mercedes-benz Clase Gla 2021 1.6 Gla 200 Urban Progressive,Ubicación no encontrada,,Clase GLA,2021,GLA 200 PROGRESSIVE,Negro,Nafta,5,Automática,1.6,SUV,46000,,,,Hidráulica,,,,61500.0
Mercedes-benz Clase C C300 Mhev 2022,Ubicación no encontrada,,Clase C,2022,C300 MHEV 4P,Gris,Nafta,4,Automática,2.0,,15000,,,,,,,,100000.0
BMW X5 40i xDrive,Ubicación no encontrada,BMW,X5,2020,40i xDrive,Azul,Nafta,5,Automática,3.0,SUV,52700,,,,Eléctrica,4x4,7.0,407.0,115000.0
Volkswagen Amarok 3.0 V6 Cd Highline,Ubicación no encontrada,Volkswagen,Amarok,2023,3.0 V6 Cd Highline,,Diésel,4,Automática,3.0,Pick-Up,22000,,,,,4x4,5.0,224.0,39666.67
Audi A4 A4 45 TSFI Quatro,Capital Federal,Audi,A4,2023,A4 45 TSFI Quatro,Gris,Nafta,4,Automática,2.0,Sedán,2000,,,,Eléctrica,Integral,5.0,252.0,84000.0
Ford F-150 Raptor 3.5l V6 Ecoboost 4x4 2020,Ubicación no encontrada,Ford,,2020,3.5l V6 Ecoboost 4x4,Azul,Nafta,4,Automática,3.5,Pick-Up,10000,,,,,,,,100000.0
Mercedes-Benz Clase GLE AMG GLE Coupe 53 4MATIC FL (435cv).,Ubicación no encontrada,,Clase GLE,2024,,Negro,Híbrido/Nafta,5,Automática secuencial,3.0,Crossover,500,,,,Eléctrica,Integral,5.0,435.0,250000.0
Toyota SW4 2.8 Tdi Gr-s 4x4 7as 6at,Capital Federal,Toyota,SW4,2022,2.8 Tdi Gr-s 4x4 7as 6at,Blanco,Diésel,5,Automática,2.8,SUV,1111,,,,Hidráulica,4x4,7.0,177.0,60500.0
Maserati Quattroporte S Gran Lusso 2018  Malek Fara,Ubicación no encontrada,Maserati,Quattroporte,2018,S Gran Lusso 430cv,Azul,Nafta,4,Automática secuencial,,Sedán,15000,,,,Asistida,Trasera,,,198000.0
Audi RS3 2.5 Sedan 400cv,Ubicación no encontrada,Audi,RS3,2019,2.5 Sedan 400cv,,Nafta,4,Automática,2.5,Sedán,30000,,,,Eléctrica,Integral,4.0,400.0,94000.0
Volvo Xc60 R-design T8 Plug In,Ubicación no encontrada,Volvo,XC60,2022,R-DESIGN T8 HIBRIDA ENCHUFABLE,Gris,Híbrido,5,Automática secuencial,,SUV,7500,,,,Eléctrica,,,,125000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Ubicación no encontrada,,Clase GLC,2024,2.0 Glc300 4matic Coupe At,,Nafta,5,Automática,2.0,,111111,,,,Asistida,4x4,5.0,258.0,185000.0
Toyota Land Cruiser 4.5 Td 200 Vx 265cv At W/floormat,Mendoza,Toyota,Land Cruiser,2017,,,Nafta,5,Automática,4.5,SUV,134785,,,,,4x4,5.0,265.0,119000.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2023,2.0 Xdrive M135 Performance,Gris,Nafta,5,Automática,2.0,Hatchback,13000,,,,,,,306.0,79900.0
Ford F-150 Raptor 3.5l Bi-turbo,Bs.As. G.B.A. Sur,Ford,,2023,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,12500,,,,Eléctrica,4x4,5.0,456.0,132000.0
